scenario_nr	par_space	w_corr	N	nC	I	missing	method	Tissues	PD	LCI	UCI	parspace	shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T22_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T23_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T24_nominal	0.039	0.0270010819179063	0.0509989180820937	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T25_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T26_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T27_nominal	0.056	0.0417495656523328	0.0702504343476672	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T28_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T29_nominal	0.043	0.0304270181766462	0.0555729818233538	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T30_nominal	0.046	0.0330162186213977	0.0589837813786023	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T31_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T32_nominal	0.054	0.0399915353305104	0.0680084646694896	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T33_nominal	0.039	0.0270010819179063	0.0509989180820937	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T34_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T35_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T36_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T37_nominal	0.059	0.0443960980465453	0.0736039019534547	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T38_nominal	0.053	0.0391145162248678	0.0668854837751322	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T39_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T40_nominal	0.059	0.0443960980465453	0.0736039019534547	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T41_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T42_nominal	0.038	0.0261497523802541	0.049850247619746	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T43_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T44_nominal	0.054	0.0399915353305104	0.0680084646694896	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T45_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T46_nominal	0.058	0.0435126971410326	0.0724873028589674	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T47_nominal	0.039	0.0270010819179063	0.0509989180820937	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T48_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
18	alt	0.4	100	49	1000	GTEx missing	FastGxC	p.value_T49_nominal	0.107	0.0878413144559408	0.126158685544059	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	global_eQTL	0.591	0.560527822777501	0.621472177222499	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.7	0.671597423491067	0.728402576508933	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	global	0.065	0.0497204496195835	0.0802795503804165	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T1	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T2	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T3	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T4	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T5	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T6	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T7	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T8	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T9	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T10	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T11	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T12	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T13	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T14	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T15	0.004	8.79197424330123e-05	0.00791208025756699	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T16	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T17	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T18	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T19	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T20	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T21	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T22	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T23	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T24	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T25	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T26	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T27	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T28	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T29	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T30	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T31	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T32	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T33	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T34	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T35	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T36	0.004	8.79197424330123e-05	0.00791208025756699	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T37	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T38	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T39	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T40	0.004	8.79197424330123e-05	0.00791208025756699	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T41	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T42	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T43	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T44	0	0	0	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T45	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T46	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T47	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T48	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T49	0.009	0.00314662736349625	0.0148533726365038	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T1_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T2_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T3_nominal	0.041	0.0287100724424075	0.0532899275575925	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T4_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T5_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T6_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T7_nominal	0.038	0.0261497523802541	0.049850247619746	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T8_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T9_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T10_nominal	0.055	0.0408698965960763	0.0691301034039237	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T11_nominal	0.044	0.0312883075936492	0.0567116924063508	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T12_nominal	0.037	0.0253006402209287	0.0486993597790714	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T13_nominal	0.053	0.0391145162248678	0.0668854837751322	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T14_nominal	0.059	0.0443960980465453	0.0736039019534547	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T15_nominal	0.056	0.0417495656523328	0.0702504343476672	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T16_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T17_nominal	0.062	0.0470532987192395	0.0769467012807605	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T18_nominal	0.046	0.0330162186213977	0.0589837813786023	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T19_nominal	0.044	0.0312883075936492	0.0567116924063508	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T20_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T21_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T22_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T23_nominal	0.056	0.0417495656523328	0.0702504343476672	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T24_nominal	0.056	0.0417495656523328	0.0702504343476672	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T25_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T26_nominal	0.048	0.0347508754149401	0.0612491245850599	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T27_nominal	0.057	0.0426305096446976	0.0713694903553025	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T28_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T29_nominal	0.046	0.0330162186213977	0.0589837813786023	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T30_nominal	0.064	0.0488303345720856	0.0791696654279144	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T31_nominal	0.046	0.0330162186213977	0.0589837813786023	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T32_nominal	0.038	0.0261497523802541	0.049850247619746	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T33_nominal	0.044	0.0312883075936492	0.0567116924063508	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T34_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T35_nominal	0.055	0.0408698965960763	0.0691301034039237	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T36_nominal	0.046	0.0330162186213977	0.0589837813786023	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T37_nominal	0.037	0.0253006402209287	0.0486993597790714	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T38_nominal	0.051	0.0373646501525346	0.0646353498474654	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T39_nominal	0.054	0.0399915353305104	0.0680084646694896	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T40_nominal	0.047	0.0338827296270257	0.0601172703729744	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T41_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T42_nominal	0.043	0.0304270181766462	0.0555729818233538	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T43_nominal	0.041	0.0287100724424075	0.0532899275575925	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T44_nominal	0.053	0.0391145162248678	0.0668854837751322	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T45_nominal	0.053	0.0391145162248678	0.0668854837751322	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T46_nominal	0.038	0.0261497523802541	0.049850247619746	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T47_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T48_nominal	0.051	0.0373646501525346	0.0646353498474654	Single-context Heterogeneity	Shared
19	alt	0.6	100	49	1000	GTEx missing	FastGxC	p.value_T49_nominal	0.164	0.14105050392378	0.18694949607622	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	global_eQTL	0.476	0.445045969165667	0.506954030834333	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	global_eQTL_unadjusted	0.594	0.563562825771207	0.624437174228793	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	global	0.07	0.0541861146701012	0.0858138853298988	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T1	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T2	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T3	0.004	8.79197424330123e-05	0.00791208025756699	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T4	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T5	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T6	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T7	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T8	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T9	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T10	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T11	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T12	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T13	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T14	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T15	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T16	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T17	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T18	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T19	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T20	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T21	0.004	8.79197424330123e-05	0.00791208025756699	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T22	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T23	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T24	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T25	0.004	8.79197424330123e-05	0.00791208025756699	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T26	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T27	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T28	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T29	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T30	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T31	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T32	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T33	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T34	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T35	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T36	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T37	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T38	0.003	0	0.0063896612415839	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T39	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T40	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T41	0.002	0	0.00476903445375919	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T42	0	0	0	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T43	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T44	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T45	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T46	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T47	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T48	0.001	0	0.00295898375742971	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T49	0.018	0.00975975570055175	0.0262402442994482	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T1_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T2_nominal	0.037	0.0253006402209287	0.0486993597790714	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T3_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T4_nominal	0.033	0.0219281983206359	0.0440718016793641	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T5_nominal	0.046	0.0330162186213977	0.0589837813786023	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T6_nominal	0.043	0.0304270181766462	0.0555729818233538	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T7_nominal	0.045	0.0321513933510544	0.0578486066489456	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T8_nominal	0.052	0.0382388752630849	0.0657611247369151	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T9_nominal	0.055	0.0408698965960763	0.0691301034039237	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T10_nominal	0.049	0.0356206076526052	0.0623793923473948	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T11_nominal	0.046	0.0330162186213977	0.0589837813786023	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T12_nominal	0.042	0.0295675852261337	0.0544324147738663	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T13_nominal	0.05	0.0364918804423795	0.0635081195576206	Single-context Heterogeneity	Shared
20	alt	0.8	100	49	1000	GTEx missing	FastGxC	p.value_T14_nominal	0.06	0.0452806835251378	0.0747193164748622	Single-context Heterogeneity	Shared
